id,userId,description,status,responseMessage
13,user_3003,이벤트 랭킹 100위 안에 들었는데 특별 칭호가 지급되지 않아 조치 부탁드립니다.,RESOLVED,"핵심 테이블: 환영 스킨 이벤트 테이블, 우편함 로그 테이블. 핵심 칼럼: reward_flag, mail_state, delete_type. 1) 이벤트 기록 확인(Event log check): 환영 스킨 이벤트 테이블에서 참여 여부와 보상 플래그를 확인한다. 2) 우편함 확인(Mail box check): 우편함 로그 테이블에서 환영 스킨 발송·삭제 내역과 delete_type을 조회한다. 3) 판단(Decision): 이벤트 기록과 우편함 상태를 조합해 미참여, 미수령 만료, 이미 수령 등을 구분하고, 정책에 맞춘 환영 스킨 재지급 가능 여부를 안내한다."
14,user_3004,우편함에 있던 출석 체크 보상이 수령 전에 사라져 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 일일미션 보상 테이블, 우편함 로그 테이블, 인벤토리 로그 테이블. 핵심 칼럼: quest_id, reward_id, mail_state. 1) 날짜 정규화(Date normalization): 유저가 말한 ‘오늘/어제’를 서버 시간 기준으로 변환해 일일미션 수행 날짜를 특정한다. 2) 보상 로그 확인(Reward log check): 일일미션 보상 테이블에서 해당 유저 또는 보상 ID가 포함된 data 필드를 조회한다. 3) 추가 확인(Additional check): 우편함·인벤토리 로그 테이블로 실제 수령 여부를 교차 검증한다. 4) 판단(Decision): 지급 로그 유무와 일일미션 완료 조건 충족 여부를 기준으로 정상 지급/미지급/시차 문제를 구분하고, 필요 시 정책에 따라 보상 지급 또는 설명만 제공한다."
15,user_3005,핫타임 이벤트 보상이 계정으로 지급되지 않아 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 일일미션 보상 테이블, 우편함 로그 테이블, 인벤토리 로그 테이블. 핵심 칼럼: quest_id, reward_id, mail_state. 1) 날짜 정규화(Date normalization): 유저가 말한 ‘오늘/어제’를 서버 시간 기준으로 변환해 일일미션 수행 날짜를 특정한다. 2) 보상 로그 확인(Reward log check): 일일미션 보상 테이블에서 해당 유저 또는 보상 ID가 포함된 data 필드를 조회한다. 3) 추가 확인(Additional check): 우편함·인벤토리 로그 테이블로 실제 수령 여부를 교차 검증한다. 4) 판단(Decision): 지급 로그 유무와 일일미션 완료 조건 충족 여부를 기준으로 정상 지급/미지급/시차 문제를 구분하고, 필요 시 정책에 따라 보상 지급 또는 설명만 제공한다."
16,user_4001,일일 퀘스트 5개를 모두 완료했는데 완료 처리가 되지 않아 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 일일미션 보상 테이블, 우편함 로그 테이블, 인벤토리 로그 테이블. 핵심 칼럼: quest_id, reward_id, mail_state. 1) 날짜 정규화(Date normalization): 유저가 말한 ‘오늘/어제’를 서버 시간 기준으로 변환해 일일미션 수행 날짜를 특정한다. 2) 보상 로그 확인(Reward log check): 일일미션 보상 테이블에서 해당 유저 또는 보상 ID가 포함된 data 필드를 조회한다. 3) 추가 확인(Additional check): 우편함·인벤토리 로그 테이블로 실제 수령 여부를 교차 검증한다. 4) 판단(Decision): 지급 로그 유무와 일일미션 완료 조건 충족 여부를 기준으로 정상 지급/미지급/시차 문제를 구분하고, 필요 시 정책에 따라 보상 지급 또는 설명만 제공한다."
17,user_4002,일일 임무를 완료했지만 골드 수량이 증가하지 않아 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 일일미션 보상 테이블, 우편함 로그 테이블, 인벤토리 로그 테이블. 핵심 칼럼: quest_id, reward_id, mail_state. 1) 날짜 정규화(Date normalization): 유저가 말한 ‘오늘/어제’를 서버 시간 기준으로 변환해 일일미션 수행 날짜를 특정한다. 2) 보상 로그 확인(Reward log check): 일일미션 보상 테이블에서 해당 유저 또는 보상 ID가 포함된 data 필드를 조회한다. 3) 추가 확인(Additional check): 우편함·인벤토리 로그 테이블로 실제 수령 여부를 교차 검증한다. 4) 판단(Decision): 지급 로그 유무와 일일미션 완료 조건 충족 여부를 기준으로 정상 지급/미지급/시차 문제를 구분하고, 필요 시 정책에 따라 보상 지급 또는 설명만 제공한다."
18,user_4003,오늘 데일리 보상만 수령이 되지 않아 버그 여부를 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 일일미션 보상 테이블, 우편함 로그 테이블, 인벤토리 로그 테이블. 핵심 칼럼: quest_id, reward_id, mail_state. 1) 날짜 정규화(Date normalization): 유저가 말한 ‘오늘/어제’를 서버 시간 기준으로 변환해 일일미션 수행 날짜를 특정한다. 2) 보상 로그 확인(Reward log check): 일일미션 보상 테이블에서 해당 유저 또는 보상 ID가 포함된 data 필드를 조회한다. 3) 추가 확인(Additional check): 우편함·인벤토리 로그 테이블로 실제 수령 여부를 교차 검증한다. 4) 판단(Decision): 지급 로그 유무와 일일미션 완료 조건 충족 여부를 기준으로 정상 지급/미지급/시차 문제를 구분하고, 필요 시 정책에 따라 보상 지급 또는 설명만 제공한다."
19,user_4004,하루 한 번 미션을 완료했는데 보상 상자가 열리지 않아 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 일일미션 보상 테이블, 우편함 로그 테이블, 인벤토리 로그 테이블. 핵심 칼럼: quest_id, reward_id, mail_state. 1) 날짜 정규화(Date normalization): 유저가 말한 ‘오늘/어제’를 서버 시간 기준으로 변환해 일일미션 수행 날짜를 특정한다. 2) 보상 로그 확인(Reward log check): 일일미션 보상 테이블에서 해당 유저 또는 보상 ID가 포함된 data 필드를 조회한다. 3) 추가 확인(Additional check): 우편함·인벤토리 로그 테이블로 실제 수령 여부를 교차 검증한다. 4) 판단(Decision): 지급 로그 유무와 일일미션 완료 조건 충족 여부를 기준으로 정상 지급/미지급/시차 문제를 구분하고, 필요 시 정책에 따라 보상 지급 또는 설명만 제공한다."
20,user_4005,일일 퀘스트 진행도가 초기화된 것 같으니 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 일일미션 보상 테이블, 우편함 로그 테이블, 인벤토리 로그 테이블. 핵심 칼럼: quest_id, reward_id, mail_state. 1) 날짜 정규화(Date normalization): 유저가 말한 ‘오늘/어제’를 서버 시간 기준으로 변환해 일일미션 수행 날짜를 특정한다. 2) 보상 로그 확인(Reward log check): 일일미션 보상 테이블에서 해당 유저 또는 보상 ID가 포함된 data 필드를 조회한다. 3) 추가 확인(Additional check): 우편함·인벤토리 로그 테이블로 실제 수령 여부를 교차 검증한다. 4) 판단(Decision): 지급 로그 유무와 일일미션 완료 조건 충족 여부를 기준으로 정상 지급/미지급/시차 문제를 구분하고, 필요 시 정책에 따라 보상 지급 또는 설명만 제공한다."
21,user_5001,길드 레이드에 참여했는데 참여 보상이 지급되지 않아 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 길드 이동 기록 테이블, 길드 컨텐츠 참여 로그 테이블, 길드 보상 로그 테이블. 핵심 칼럼: guild_id, join_date, action_id, reward_status. 1) 길드 이력 확인(Guild history check): 길드 이동 기록 테이블과 이전 길드의 길드 컨텐츠 참여 로그를 조회한다. 2) 개전일 비교(Compare with season start): 새 길드 가입일과 길드 컨텐츠 개전일을 비교해 가상 멤버 조건을 만족하는지 확인한다. 3) 보상 로그 확인(Reward log check): 길드 보상 로그 테이블에서 관련 아이템 지급 여부를 확인한다. 4) 판단(Decision): 시스템 설계대로 처리된 정상 동작인지, 규칙과 로그가 어긋난 비정상 케이스인지 구분하고, 필요 시 보상 또는 추가 조사를 안내한다."
22,user_5002,경기 후에도 클랜 포인트가 갱신되지 않아 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 길드 이동 기록 테이블, 길드 컨텐츠 참여 로그 테이블, 길드 보상 로그 테이블. 핵심 칼럼: guild_id, join_date, action_id, reward_status. 1) 길드 이력 확인(Guild history check): 길드 이동 기록 테이블과 이전 길드의 길드 컨텐츠 참여 로그를 조회한다. 2) 개전일 비교(Compare with season start): 새 길드 가입일과 길드 컨텐츠 개전일을 비교해 가상 멤버 조건을 만족하는지 확인한다. 3) 보상 로그 확인(Reward log check): 길드 보상 로그 테이블에서 관련 아이템 지급 여부를 확인한다. 4) 판단(Decision): 시스템 설계대로 처리된 정상 동작인지, 규칙과 로그가 어긋난 비정상 케이스인지 구분하고, 필요 시 보상 또는 추가 조사를 안내한다."
23,user_5003,팀 탈퇴 후 재가입했는데 이전 팀 포인트가 남아 활동이 제한되어 조치 부탁드립니다.,RESOLVED,"핵심 테이블: 길드 이동 기록 테이블, 길드 컨텐츠 참여 로그 테이블, 길드 보상 로그 테이블. 핵심 칼럼: guild_id, join_date, action_id, reward_status. 1) 길드 이력 확인(Guild history check): 길드 이동 기록 테이블과 이전 길드의 길드 컨텐츠 참여 로그를 조회한다. 2) 개전일 비교(Compare with season start): 새 길드 가입일과 길드 컨텐츠 개전일을 비교해 가상 멤버 조건을 만족하는지 확인한다. 3) 보상 로그 확인(Reward log check): 길드 보상 로그 테이블에서 관련 아이템 지급 여부를 확인한다. 4) 판단(Decision): 시스템 설계대로 처리된 정상 동작인지, 규칙과 로그가 어긋난 비정상 케이스인지 구분하고, 필요 시 보상 또는 추가 조사를 안내한다."
24,user_5004,길드 기여도 점수 집계가 며칠째 멈춰 있어 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 길드 이동 기록 테이블, 길드 컨텐츠 참여 로그 테이블, 길드 보상 로그 테이블. 핵심 칼럼: guild_id, join_date, action_id, reward_status. 1) 길드 이력 확인(Guild history check): 길드 이동 기록 테이블과 이전 길드의 길드 컨텐츠 참여 로그를 조회한다. 2) 개전일 비교(Compare with season start): 새 길드 가입일과 길드 컨텐츠 개전일을 비교해 가상 멤버 조건을 만족하는지 확인한다. 3) 보상 로그 확인(Reward log check): 길드 보상 로그 테이블에서 관련 아이템 지급 여부를 확인한다. 4) 판단(Decision): 시스템 설계대로 처리된 정상 동작인지, 규칙과 로그가 어긋난 비정상 케이스인지 구분하고, 필요 시 보상 또는 추가 조사를 안내한다."
25,user_5005,지난주에 길드에 가입했는데 가입 보상이 잠겨 있어 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 길드 이동 기록 테이블, 길드 컨텐츠 참여 로그 테이블, 길드 보상 로그 테이블. 핵심 칼럼: guild_id, join_date, action_id, reward_status. 1) 길드 이력 확인(Guild history check): 길드 이동 기록 테이블과 이전 길드의 길드 컨텐츠 참여 로그를 조회한다. 2) 개전일 비교(Compare with season start): 새 길드 가입일과 길드 컨텐츠 개전일을 비교해 가상 멤버 조건을 만족하는지 확인한다. 3) 보상 로그 확인(Reward log check): 길드 보상 로그 테이블에서 관련 아이템 지급 여부를 확인한다. 4) 판단(Decision): 시스템 설계대로 처리된 정상 동작인지, 규칙과 로그가 어긋난 비정상 케이스인지 구분하고, 필요 시 보상 또는 추가 조사를 안내한다."
26,user_6001,10회 구매 보너스를 약속받았는데 카운트가 9에서 멈춰 확인 부탁드립니다.,ONHOLD,처리방법 정보를 찾을 수 없습니다. (Category ID: 0)
27,user_6002,패키지를 세 번 구매했음에도 구매 횟수가 두 번으로 표시되어 확인 부탁드립니다.,ONHOLD,처리방법 정보를 찾을 수 없습니다. (Category ID: 0)
28,user_6003,누적 결제 보상 횟수가 실제 결제 내역과 달라 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 구매 상태 테이블, 상점 구매 로그 테이블, 보상 로그 테이블. 핵심 칼럼: buy_count, reward_count, product_id. 1) 현재 상태 확인(Current state check): 구매 상태 테이블에서 유저의 구매 카운트와 보상 카운트를 조회한다. 2) 실제 구매 검증(Purchase verification): 상점 구매 로그 테이블로 실제 구매 횟수를 재확인한다. 3) 보상 지급 검증(Reward verification): 보상 로그 테이블에서 보상 카운트에 해당하는 아이템 지급 횟수를 조회한다. 4) 정합성 맞추기(Consistency fix): 구매 카운트와 보상 카운트를 비교해 ‘구매 > 보상’이면 추가 지급 가능, ‘구매 <= 보상’이면 불가 상태가 되도록 안전하게 카운트를 조정한다. 5) 판단(Decision): 초과 지급/미지급 여부와 카운트 조정 내역을 설명하고, 필요 시 추가 보상 또는 향후 지급 제한을 안내한다."
29,user_6004,마일리지 적립 횟수가 누락된 것 같으니 확인 부탁드립니다.,ONHOLD,처리방법 정보를 찾을 수 없습니다. (Category ID: 0)
30,user_6005,보너스 보상 횟수가 잘못 표시되어 있으니 수정 부탁드립니다.,RESOLVED,"핵심 테이블: 구매 상태 테이블, 상점 구매 로그 테이블, 보상 로그 테이블. 핵심 칼럼: buy_count, reward_count, product_id. 1) 현재 상태 확인(Current state check): 구매 상태 테이블에서 유저의 구매 카운트와 보상 카운트를 조회한다. 2) 실제 구매 검증(Purchase verification): 상점 구매 로그 테이블로 실제 구매 횟수를 재확인한다. 3) 보상 지급 검증(Reward verification): 보상 로그 테이블에서 보상 카운트에 해당하는 아이템 지급 횟수를 조회한다. 4) 정합성 맞추기(Consistency fix): 구매 카운트와 보상 카운트를 비교해 ‘구매 > 보상’이면 추가 지급 가능, ‘구매 <= 보상’이면 불가 상태가 되도록 안전하게 카운트를 조정한다. 5) 판단(Decision): 초과 지급/미지급 여부와 카운트 조정 내역을 설명하고, 필요 시 추가 보상 또는 향후 지급 제한을 안내한다."
31,user_7001,확률형 뽑기를 100회 진행했는데 S급이 한 번도 나오지 않아 확률 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 소환/획득 로그 테이블, 등장 확률 설정 테이블. 핵심 칼럼: mode, class, probability. 1) 기간 설정(Period selection): 유저가 문제를 제기한 등장 확률 이슈 기간을 명확히 정의한다. 2) 결과 집계(Result aggregation): 소환/획득 로그 테이블에서 mode·class별 등장 횟수를 집계한다. 3) 확률 테이블 비교(Compare with probability table): 등장 확률 설정 테이블과 실제 결과를 비교하되 통계적 편차를 고려한다. 4) 판단(Decision): 시스템 오류 징후가 없는 일반적인 편차인지, 극단적 편차나 특정 이슈로 별도 보상/안내가 필요한 케이스인지 판단하고, 등장 확률 시스템 특성과 결과 요약을 설명한다."
32,user_7002,상자 50개를 열었지만 레어 아이템이 없어 가차 확률을 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 소환/획득 로그 테이블, 등장 확률 설정 테이블. 핵심 칼럼: mode, class, probability. 1) 기간 설정(Period selection): 유저가 문제를 제기한 등장 확률 이슈 기간을 명확히 정의한다. 2) 결과 집계(Result aggregation): 소환/획득 로그 테이블에서 mode·class별 등장 횟수를 집계한다. 3) 확률 테이블 비교(Compare with probability table): 등장 확률 설정 테이블과 실제 결과를 비교하되 통계적 편차를 고려한다. 4) 판단(Decision): 시스템 오류 징후가 없는 일반적인 편차인지, 극단적 편차나 특정 이슈로 별도 보상/안내가 필요한 케이스인지 판단하고, 등장 확률 시스템 특성과 결과 요약을 설명한다."
33,user_7003,전설 뽑기 확률이 5%라 안내되었으나 200회 시도에도 등장하지 않아 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 소환/획득 로그 테이블, 등장 확률 설정 테이블. 핵심 칼럼: mode, class, probability. 1) 기간 설정(Period selection): 유저가 문제를 제기한 등장 확률 이슈 기간을 명확히 정의한다. 2) 결과 집계(Result aggregation): 소환/획득 로그 테이블에서 mode·class별 등장 횟수를 집계한다. 3) 확률 테이블 비교(Compare with probability table): 등장 확률 설정 테이블과 실제 결과를 비교하되 통계적 편차를 고려한다. 4) 판단(Decision): 시스템 오류 징후가 없는 일반적인 편차인지, 극단적 편차나 특정 이슈로 별도 보상/안내가 필요한 케이스인지 판단하고, 등장 확률 시스템 특성과 결과 요약을 설명한다."
34,user_7004,랜덤 박스 구성품 확률이 공지와 다른 것 같으니 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 소환/획득 로그 테이블, 등장 확률 설정 테이블. 핵심 칼럼: mode, class, probability. 1) 기간 설정(Period selection): 유저가 문제를 제기한 등장 확률 이슈 기간을 명확히 정의한다. 2) 결과 집계(Result aggregation): 소환/획득 로그 테이블에서 mode·class별 등장 횟수를 집계한다. 3) 확률 테이블 비교(Compare with probability table): 등장 확률 설정 테이블과 실제 결과를 비교하되 통계적 편차를 고려한다. 4) 판단(Decision): 시스템 오류 징후가 없는 일반적인 편차인지, 극단적 편차나 특정 이슈로 별도 보상/안내가 필요한 케이스인지 판단하고, 등장 확률 시스템 특성과 결과 요약을 설명한다."
35,user_7005,행운 뽑기에 많은 비용을 사용했지만 좋은 아이템이 없어 오류 여부를 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 소환/획득 로그 테이블, 등장 확률 설정 테이블. 핵심 칼럼: mode, class, probability. 1) 기간 설정(Period selection): 유저가 문제를 제기한 등장 확률 이슈 기간을 명확히 정의한다. 2) 결과 집계(Result aggregation): 소환/획득 로그 테이블에서 mode·class별 등장 횟수를 집계한다. 3) 확률 테이블 비교(Compare with probability table): 등장 확률 설정 테이블과 실제 결과를 비교하되 통계적 편차를 고려한다. 4) 판단(Decision): 시스템 오류 징후가 없는 일반적인 편차인지, 극단적 편차나 특정 이슈로 별도 보상/안내가 필요한 케이스인지 판단하고, 등장 확률 시스템 특성과 결과 요약을 설명한다."
36,user_8001,멤버십 기간이 아직 이틀 남았는데 이미 종료되어 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 월정액 기간 테이블, 월정액 구매 이력 테이블. 핵심 칼럼: period_end, date_end, purchase_id. 1) 현재 기간 확인(Current period check): 월정액 기간 테이블에서 각 상품의 period_end/date_end 값을 조회해 실제 남은 기간을 파악한다. 2) 이력 검증(History verification): 월정액 구매 이력 테이블에서 구매·연장 이력을 확인한다. 3) 기간 조정(Period adjust): 버그나 보상 정책에 따라 명확한 기준으로 월정액 기간을 연장·단축한다. 4) 검증(Verification): 수정 후 게임 내 월정액 기간·보상이 정상 동작하는지 재로그인 등으로 확인한다. 5) 안내(Explanation): 조정 전·후 기간, 조정 사유를 유저에게 구체적으로 안내한다."
37,user_8002,어제 서버 점검 영향으로 구독 기간 조정이 필요하니 안내 부탁드립니다.,RESOLVED,"핵심 테이블: 월정액 기간 테이블, 월정액 구매 이력 테이블. 핵심 칼럼: period_end, date_end, purchase_id. 1) 현재 기간 확인(Current period check): 월정액 기간 테이블에서 각 상품의 period_end/date_end 값을 조회해 실제 남은 기간을 파악한다. 2) 이력 검증(History verification): 월정액 구매 이력 테이블에서 구매·연장 이력을 확인한다. 3) 기간 조정(Period adjust): 버그나 보상 정책에 따라 명확한 기준으로 월정액 기간을 연장·단축한다. 4) 검증(Verification): 수정 후 게임 내 월정액 기간·보상이 정상 동작하는지 재로그인 등으로 확인한다. 5) 안내(Explanation): 조정 전·후 기간, 조정 사유를 유저에게 구체적으로 안내한다."
38,user_8003,월정액 상품을 구매했는데 기간이 연장되지 않아 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 월정액 기간 테이블, 월정액 구매 이력 테이블. 핵심 칼럼: period_end, date_end, purchase_id. 1) 현재 기간 확인(Current period check): 월정액 기간 테이블에서 각 상품의 period_end/date_end 값을 조회해 실제 남은 기간을 파악한다. 2) 이력 검증(History verification): 월정액 구매 이력 테이블에서 구매·연장 이력을 확인한다. 3) 기간 조정(Period adjust): 버그나 보상 정책에 따라 명확한 기준으로 월정액 기간을 연장·단축한다. 4) 검증(Verification): 수정 후 게임 내 월정액 기간·보상이 정상 동작하는지 재로그인 등으로 확인한다. 5) 안내(Explanation): 조정 전·후 기간, 조정 사유를 유저에게 구체적으로 안내한다."
39,user_8004,구독을 갱신했지만 만료일이 업데이트되지 않아 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 월정액 기간 테이블, 월정액 구매 이력 테이블. 핵심 칼럼: period_end, date_end, purchase_id. 1) 현재 기간 확인(Current period check): 월정액 기간 테이블에서 각 상품의 period_end/date_end 값을 조회해 실제 남은 기간을 파악한다. 2) 이력 검증(History verification): 월정액 구매 이력 테이블에서 구매·연장 이력을 확인한다. 3) 기간 조정(Period adjust): 버그나 보상 정책에 따라 명확한 기준으로 월정액 기간을 연장·단축한다. 4) 검증(Verification): 수정 후 게임 내 월정액 기간·보상이 정상 동작하는지 재로그인 등으로 확인한다. 5) 안내(Explanation): 조정 전·후 기간, 조정 사유를 유저에게 구체적으로 안내한다."
40,user_8005,프리미엄 패스를 3일 연장해 주시길 요청드립니다.,ONHOLD,처리방법 정보를 찾을 수 없습니다. (Category ID: 0)
41,user_9801,구독 기간이 비정상이고 전날 튜토리얼 보상도 받지 못했으니 두 건 모두 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 월정액 기간 테이블, 월정액 구매 이력 테이블. 핵심 칼럼: period_end, date_end, purchase_id. 1) 현재 기간 확인(Current period check): 월정액 기간 테이블에서 각 상품의 period_end/date_end 값을 조회해 실제 남은 기간을 파악한다. 2) 이력 검증(History verification): 월정액 구매 이력 테이블에서 구매·연장 이력을 확인한다. 3) 기간 조정(Period adjust): 버그나 보상 정책에 따라 명확한 기준으로 월정액 기간을 연장·단축한다. 4) 검증(Verification): 수정 후 게임 내 월정액 기간·보상이 정상 동작하는지 재로그인 등으로 확인한다. 5) 안내(Explanation): 조정 전·후 기간, 조정 사유를 유저에게 구체적으로 안내한다."
42,user_9802,일일 미션 보상이 지급되지 않고 구독 일수도 잘못되어 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 일일미션 보상 테이블, 우편함 로그 테이블, 인벤토리 로그 테이블. 핵심 칼럼: quest_id, reward_id, mail_state. 1) 날짜 정규화(Date normalization): 유저가 말한 ‘오늘/어제’를 서버 시간 기준으로 변환해 일일미션 수행 날짜를 특정한다. 2) 보상 로그 확인(Reward log check): 일일미션 보상 테이블에서 해당 유저 또는 보상 ID가 포함된 data 필드를 조회한다. 3) 추가 확인(Additional check): 우편함·인벤토리 로그 테이블로 실제 수령 여부를 교차 검증한다. 4) 판단(Decision): 지급 로그 유무와 일일미션 완료 조건 충족 여부를 기준으로 정상 지급/미지급/시차 문제를 구분하고, 필요 시 정책에 따라 보상 지급 또는 설명만 제공한다."
43,user_9803,이벤트 보상과 구매 카운트가 모두 적용되지 않아 조속한 확인 부탁드립니다.,ONHOLD,처리방법 정보를 찾을 수 없습니다. (Category ID: 0)
44,user_9804,길드 보상이 없고 인벤토리 아이템도 사라져 두 건 모두 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 길드 이동 기록 테이블, 길드 컨텐츠 참여 로그 테이블, 길드 보상 로그 테이블. 핵심 칼럼: guild_id, join_date, action_id, reward_status. 1) 길드 이력 확인(Guild history check): 길드 이동 기록 테이블과 이전 길드의 길드 컨텐츠 참여 로그를 조회한다. 2) 개전일 비교(Compare with season start): 새 길드 가입일과 길드 컨텐츠 개전일을 비교해 가상 멤버 조건을 만족하는지 확인한다. 3) 보상 로그 확인(Reward log check): 길드 보상 로그 테이블에서 관련 아이템 지급 여부를 확인한다. 4) 판단(Decision): 시스템 설계대로 처리된 정상 동작인지, 규칙과 로그가 어긋난 비정상 케이스인지 구분하고, 필요 시 보상 또는 추가 조사를 안내한다."
45,user_9805,확률형 아이템이 나오지 않고 결제 횟수도 증가하지 않아 확인 부탁드립니다.,RESOLVED,"핵심 테이블: 소환/획득 로그 테이블, 등장 확률 설정 테이블. 핵심 칼럼: mode, class, probability. 1) 기간 설정(Period selection): 유저가 문제를 제기한 등장 확률 이슈 기간을 명확히 정의한다. 2) 결과 집계(Result aggregation): 소환/획득 로그 테이블에서 mode·class별 등장 횟수를 집계한다. 3) 확률 테이블 비교(Compare with probability table): 등장 확률 설정 테이블과 실제 결과를 비교하되 통계적 편차를 고려한다. 4) 판단(Decision): 시스템 오류 징후가 없는 일반적인 편차인지, 극단적 편차나 특정 이슈로 별도 보상/안내가 필요한 케이스인지 판단하고, 등장 확률 시스템 특성과 결과 요약을 설명한다."
46,user_9901,게임이 계속 튕겨 접속이 불가능하니 확인 부탁드립니다.,RESOLVED,서버 개발자 확인이 필요
